,0,1
2220,опята,0.325
800,дикая,0.325
1068,затяг,0.325
3818,цуцик,0.325
282,бонмо,0.325
1091,зефир,0.324
571,выпор,0.324
2657,пугач,0.324
3401,тондо,0.324
3728,химия,0.324
2752,резец,0.324
2763,рельс,0.323
1615,лемур,0.323
2240,оркан,0.323
1540,кутум,0.323
977,житие,0.323
277,бойня,0.323
1001,завуч,0.323
717,грыжа,0.323
609,гаусс,0.323
4041,шухер,0.323
1191,йодид,0.323
1359,когти,0.323
3612,фетюк,0.322
3688,фюрер,0.322
1094,злоба,0.322
265,бляха,0.322
3279,сябер,0.322
2865,рысак,0.322
23,агама,0.322
2459,пиано,0.322
2970,сезни,0.322
41,айран,0.322
534,выбор,0.322
1119,иврит,0.321
1732,лючок,0.321
3630,финал,0.321
3048,ситце,0.321
1541,кутья,0.321
3857,чехол,0.321
3817,цукат,0.321
21,автор,0.321
3977,шкода,0.321
815,донья,0.321
70,алчба,0.321
218,белье,0.321
791,дефис,0.321
2014,нанду,0.32
2744,ревун,0.32
542,выгон,0.32
22,агава,0.32
1114,зятик,0.32
801,дикие,0.32
2237,ореол,0.32
2236,ордер,0.32
1655,липец,0.32
1061,засыл,0.32
955,жерло,0.32
4118,юнона,0.32
2583,понюх,0.32
3998,шпага,0.32
3967,шифер,0.32
203,бегун,0.32
2455,пешня,0.32
2425,пенье,0.32
660,говно,0.32
2416,пекло,0.32
1411,конюх,0.32
2409,певни,0.32
3825,чабры,0.319
407,вдова,0.319
2060,несун,0.319
3447,тсуга,0.319
1679,ловля,0.319
139,ацтек,0.319
79,амеба,0.319
2198,октан,0.319
2320,отсос,0.319
3436,триер,0.319
2147,обнос,0.319
2160,обуза,0.319
1147,икота,0.319
4048,щегол,0.318
3246,сусло,0.318
1657,липид,0.318
3025,сильф,0.318
2541,поезд,0.318
2138,облог,0.318
3377,типун,0.318
3672,фужер,0.318
2855,рыбак,0.318
2831,рубец,0.318
42,айрол,0.318
2012,намыв,0.318
3556,ускок,0.318
1286,кегль,0.318
83,анаша,0.318
1171,иприт,0.318
2749,редут,0.318
2244,орляк,0.318
2255,ослоп,0.317
1905,мослы,0.317
1551,кювет,0.317
2496,питух,0.317
1733,лягва,0.317
432,верже,0.317
3771,хошун,0.317
799,дикий,0.317
147,багги,0.317
1305,кимвр,0.317
3562,утеха,0.317
2266,остит,0.317
573,вырез,0.317
2137,облов,0.317
1631,леший,0.316
1549,кхмер,0.316
696,гость,0.316
3518,ужата,0.316
2457,пещур,0.316
97,аплит,0.316
3760,хольд,0.316
3692,хайло,0.316
63,аллея,0.316
964,жиган,0.316
1364,кожух,0.316
1956,мэрия,0.316
276,боинг,0.316
2176,одеон,0.316
131,атрий,0.315
871,дубец,0.315
3606,ферзь,0.315
4081,эллин,0.315
1496,кузня,0.315
3010,сидни,0.315
764,девиз,0.315
446,вещее,0.315
3289,тайцы,0.315
3163,сплав,0.315
2817,рондо,0.315
4077,экран,0.315
3614,фиакр,0.315
1326,клект,0.315
2306,отмер,0.314
3650,фокус,0.314
5,абрис,0.314
455,взлом,0.314
3034,синяя,0.314
622,геоид,0.314
1989,наезд,0.314
2297,откос,0.314
3601,фелло,0.314
508,волхв,0.314
676,гольф,0.313
2208,ольха,0.313
1088,зенки,0.313
1318,кисть,0.313
3863,чибис,0.313
104,арден,0.313
2942,сбруя,0.313
3673,фузея,0.313
673,голыш,0.313
2339,ошеек,0.313
216,белый,0.313
49,аксон,0.313
328,бугай,0.313
792,джига,0.313
4111,юкола,0.313
1522,купля,0.313
1846,метро,0.313
3046,ситцы,0.313
2497,питье,0.313
3500,тяжба,0.313
1865,минус,0.312
113,арсин,0.312
2741,ребаб,0.312
334,будяк,0.312
1354,кобыз,0.312
1174,ирмос,0.312
1365,кожье,0.312
2700,пятая,0.312
3489,тюбик,0.312
1175,исида,0.312
1069,заумь,0.312
238,бионт,0.312
2214,онуча,0.311
840,донце,0.311
3882,чубук,0.311
2427,пеплы,0.311
3460,тулья,0.311
2954,сглаз,0.311
3503,уброд,0.311
2260,осмос,0.311
2307,отмол,0.311
2268,остол,0.311
3848,червь,0.311
3722,хилус,0.311
953,жердь,0.31
2122,обгон,0.31
33,адрес,0.31
2662,пукля,0.31
950,жених,0.31
3450,тугай,0.31
3891,чужое,0.31
3118,созыв,0.31
2110,нырец,0.31
2226,опоек,0.31
2630,прием,0.31
4072,эгрет,0.31
877,дувал,0.31
1895,момме,0.31
1611,лекаж,0.31
459,взнос,0.31
3773,хряпа,0.31
2420,пенге,0.31
1164,инула,0.31
128,атлас,0.309
2027,насып,0.309
335,бузун,0.309
3217,суаре,0.309
652,глыба,0.309
2233,орган,0.309
3456,тулуз,0.309
100,апрош,0.309
2201,олеин,0.309
2852,ручей,0.309
914,дядек,0.308
2152,обрез,0.308
4135,яруга,0.308
1189,ифрит,0.308
3334,театр,0.308
2280,ответ,0.308
2141,обмен,0.308
3521,уздца,0.308
1691,ломти,0.308
3632,финиш,0.307
817,добро,0.307
982,жница,0.307
1958,мюрид,0.307
1906,мосье,0.307
2462,пигус,0.307
911,дюбек,0.307
3621,физия,0.307
3459,тулуп,0.307
2143,обмет,0.306
783,дерби,0.306
2968,сеево,0.306
491,вогул,0.306
3674,фузия,0.306
4038,шуруп,0.306
2875,рябик,0.306
2830,рубеж,0.306
1137,изида,0.306
1011,заезд,0.306
3277,сюжет,0.306
3373,типаж,0.306
555,выкос,0.306
948,желть,0.305
1489,кубло,0.305
3380,тиски,0.305
3228,сукре,0.305
1138,излет,0.305
3058,сквош,0.305
3029,синцы,0.305
1129,ижора,0.305
3535,ульта,0.304
1516,кумыс,0.304
72,альва,0.304
52,актин,0.304
809,диско,0.304
804,дильс,0.304
2130,обзор,0.303
3209,струг,0.303
2674,путцы,0.303
4145,ячата,0.303
2775,ретро,0.303
3225,суинг,0.303
197,бахши,0.303
109,аркан,0.303
419,венгр,0.302
452,вздор,0.302
2750,режим,0.302
923,ежата,0.302
1941,мутул,0.302
3983,шляпа,0.302
563,вымол,0.302
1327,клерк,0.302
3528,укроп,0.302
47,акрил,0.302
835,донцы,0.302
2144,обмин,0.302
1104,зубец,0.302
479,виски,0.302
3451,тугун,0.301
3340,текст,0.301
3671,фугас,0.301
136,афиша,0.301
3210,струп,0.301
3371,тимус,0.301
2548,позыв,0.301
4123,ябеда,0.301
3400,томми,0.301
87,анион,0.301
3383,титул,0.301
981,жнива,0.301
3538,умник,0.3
2837,рудяк,0.3
2638,проем,0.3
845,досуг,0.3
1128,ижица,0.3
2247,орхит,0.3
2301,отлив,0.3
2295,откат,0.3
2672,пусто,0.3
3647,фляга,0.3
1724,люнет,0.3
3223,судья,0.3
439,ветвь,0.3
680,гонцы,0.3
3339,теист,0.3
2257,осман,0.299
4004,шпион,0.299
1693,лопух,0.299
141,аэроб,0.299
2275,отбой,0.299
71,алыча,0.299
1188,иудей,0.299
460,взрез,0.299
2840,рукав,0.299
3962,шипун,0.299
1858,милые,0.299
2787,рифей,0.299
1544,кухня,0.299
3264,сыпец,0.299
3523,узник,0.299
3553,урман,0.299
78,амвон,0.299
990,жупел,0.299
3660,фраер,0.299
2296,откол,0.298
3608,ферми,0.298
50,актер,0.298
3571,ушица,0.298
1644,лизун,0.298
2140,обман,0.298
1604,легаш,0.298
2150,образ,0.297
1518,куньи,0.297
610,гаучо,0.297
457,взмет,0.297
925,ездок,0.297
441,ветры,0.297
3801,ценур,0.297
2134,обкос,0.297
1594,лацци,0.297
4024,штрих,0.297
4114,юница,0.297
1670,лишай,0.297
1856,милый,0.296
2142,обмер,0.296
4136,ярыга,0.296
2174,огрех,0.296
1167,иомуд,0.296
1834,месть,0.296
891,дунст,0.296
2826,рохля,0.296
245,бистр,0.296
3982,шлюха,0.296
3676,фуляр,0.296
3718,хедив,0.296
2169,овраг,0.296
2963,севцы,0.296
3363,тесть,0.295
2743,ребус,0.295
4076,эклер,0.295
2666,пунцы,0.295
1687,локти,0.295
2860,рыжак,0.295
3192,стикс,0.295
3346,тембр,0.295
2999,сеунч,0.295
1669,лицей,0.294
3748,ходни,0.294
249,битум,0.294
2827,рояль,0.294
1092,зипун,0.294
1082,зелье,0.294
2259,осмол,0.294
2188,оклад,0.294
1990,наймы,0.294
2267,остов,0.294
847,досье,0.293
2805,рожны,0.293
3957,шилья,0.293
2326,отчет,0.293
369,бытие,0.293
2441,песцы,0.293
40,аймак,0.293
1723,люмен,0.293
426,вепрь,0.293
2145,обмол,0.293
123,астат,0.293
2765,ремни,0.293
628,гетто,0.293
3434,триас,0.293
1850,мигач,0.292
2629,приап,0.292
18,аврал,0.292
438,весть,0.292
3270,сырье,0.292
255,бланк,0.292
3005,сивуч,0.292
468,визаж,0.292
447,вещун,0.292
3796,цезий,0.292
3261,сцинк,0.292
4071,эгида,0.292
1493,кудлы,0.292
3361,тесло,0.291
3569,учеба,0.291
2428,пепси,0.291
2185,океан,0.291
3508,угода,0.291
4030,шугай,0.291
4103,этнос,0.291
1076,зайцы,0.291
2281,отвод,0.291
73,альфа,0.291
553,выкат,0.291
3513,удача,0.291
3987,шнява,0.29
3573,ушник,0.29
220,беляш,0.29
4021,штраб,0.29
554,выкол,0.29
533,выбой,0.29
488,вклад,0.29
2292,отзол,0.289
3351,тепло,0.289
1017,зазыв,0.289
2843,румын,0.289
20,автол,0.289
110,армия,0.288
360,бутуз,0.288
2756,резня,0.288
772,деист,0.288
3449,тубус,0.288
435,весло,0.288
3534,улыба,0.288
1731,люффа,0.288
3626,филум,0.288
3847,черви,0.288
118,аршин,0.288
558,вылаз,0.288
2278,отвар,0.288
3819,цыбик,0.288
3884,чувал,0.288
1012,займы,0.287
2411,певцы,0.287
494,вождь,0.287
2508,плаун,0.287
1853,микст,0.287
3417,тоуэр,0.287
2514,плеск,0.287
3448,туаль,0.287
375,бювет,0.287
581,вьюга,0.287
1494,кудри,0.287
846,досыл,0.286
958,живец,0.286
2759,резус,0.286
3196,стокс,0.286
301,бояре,0.286
4022,штраф,0.286
1626,лесть,0.286
243,бирюч,0.285
734,гумус,0.285
3008,сивые,0.285
1282,кварк,0.285
3526,уклея,0.285
3996,шоссе,0.285
578,вычет,0.285
2079,нищая,0.285
2087,ножны,0.285
2519,плинт,0.285
205,бедро,0.284
2461,пивцо,0.284
4005,шприц,0.284
3238,супцы,0.284
3520,узбек,0.284
3544,унион,0.284
529,вуаль,0.284
568,выпар,0.284
3809,цинаш,0.284
1141,измор,0.284
1833,место,0.284
2332,офсет,0.284
2279,отвес,0.284
762,дебрь,0.283
788,десть,0.283
3662,франк,0.283
3362,тесто,0.283
3226,сучья,0.283
3267,сырцы,0.283
538,вывод,0.283
933,ехида,0.283
3800,центр,0.282
1192,йодль,0.282
251,битье,0.282
733,гумно,0.282
43,айсор,0.282
1139,излом,0.282
3250,суфле,0.282
2132,обкат,0.282
2870,рэлей,0.282
2785,рипус,0.282
1542,кутюм,0.282
3006,сивый,0.282
1086,земля,0.281
552,вызол,0.281
2234,оргия,0.281
3178,старт,0.281
4058,щипец,0.281
1083,зельц,0.281
2256,осляк,0.281
3478,тутти,0.281
1678,ловцы,0.281
2282,отвоз,0.281
2080,нищие,0.28
340,букля,0.28
3868,чирьи,0.28
68,алтей,0.28
3892,чужая,0.28
4095,эсдек,0.279
4125,ягода,0.279
1115,иблис,0.279
2504,плаке,0.279
3055,скаут,0.279
1482,круиз,0.279
2163,общак,0.279
3806,цефей,0.279
820,дождь,0.279
221,бенди,0.279
2109,нутро,0.279
1142,износ,0.278
2491,писцы,0.278
1957,мюзет,0.278
2181,озноб,0.278
621,генри,0.278
949,желчь,0.278
36,ажгон,0.278
4100,эстет,0.278
409,ведро,0.278
2781,риель,0.277
4131,ямища,0.277
231,бигус,0.277
2078,нищий,0.277
3348,тенге,0.276
1725,люпин,0.276
2124,обдир,0.276
3083,слань,0.276
4042,шушун,0.276
325,бубны,0.276
483,витье,0.276
2835,рубль,0.275
1521,купцы,0.275
230,бивни,0.275
2162,обчет,0.275
536,вывес,0.275
4094,эркер,0.275
3893,чужие,0.275
423,венцы,0.275
62,аллах,0.275
781,денье,0.275
1473,крест,0.275
332,будни,0.275
1703,лукно,0.275
763,дебют,0.275
3200,стояк,0.275
25,агнат,0.275
1673,лобби,0.275
2742,ребро,0.274
121,аскет,0.274
3558,устой,0.274
3177,станс,0.274
2120,обвод,0.274
3886,чувяк,0.274
3188,стень,0.274
250,битый,0.274
3545,унтер,0.274
2084,ногти,0.273
4090,эпоха,0.273
4119,юноша,0.273
2043,негус,0.273
721,гуано,0.273
3253,сучье,0.273
3430,треск,0.273
4134,ярлык,0.273
1126,идиот,0.273
3950,шельф,0.272
1667,лихач,0.272
874,дубль,0.272
474,винцо,0.272
539,вывоз,0.272
919,еврей,0.272
272,бойцы,0.272
2627,прель,0.272
3486,тырло,0.272
339,букле,0.271
1335,клоун,0.271
372,бьюик,0.271
1666,литье,0.271
2645,прыск,0.271
545,выдох,0.271
1184,истод,0.271
3172,срост,0.271
1101,зомби,0.271
1281,квант,0.271
4075,экзот,0.271
1835,месье,0.27
3729,химус,0.27
3054,скарн,0.27
921,егоза,0.27
1928,муляж,0.27
2450,пешцы,0.27
2133,обком,0.27
2869,рэкет,0.269
922,ежиха,0.269
569,выпас,0.269
1718,любое,0.269
3885,чуваш,0.269
1121,игрец,0.269
2286,отдел,0.269
2323,отход,0.269
540,выгар,0.268
1466,краля,0.268
1474,криль,0.268
140,ашрам,0.268
2876,рябой,0.268
3529,укрут,0.268
1919,муаре,0.268
2334,охват,0.267
3960,шинто,0.267
374,бювар,0.267
3887,чугун,0.267
2836,ругня,0.267
3725,хилые,0.267
2128,обжин,0.267
900,дутье,0.267
2850,русло,0.267
115,архар,0.266
1345,кникс,0.266
1719,любой,0.266
2119,обвес,0.266
3628,фильц,0.265
916,дятел,0.265
3804,цепня,0.265
57,алгол,0.265
120,аскер,0.265
450,взвод,0.265
1172,ирбис,0.265
912,дюкер,0.265
971,жилье,0.264
779,денди,0.264
3723,хилый,0.264
551,вызов,0.264
2121,обвоз,0.263
3438,трико,0.263
3627,фильм,0.263
3639,фланк,0.263
0,аббат,0.263
3052,скань,0.263
3176,сталь,0.263
1636,ливни,0.263
988,жулье,0.263
3467,тунцы,0.262
1,абвер,0.262
81,ампер,0.262
449,взвар,0.262
3622,фикус,0.262
2246,орфей,0.262
700,грант,0.262
88,анкер,0.261
2310,отпал,0.261
725,гугня,0.261
3186,стель,0.261
3511,угрев,0.261
3675,фукус,0.261
2053,ненцы,0.261
892,дупло,0.261
3946,шевро,0.261
105,ареал,0.261
3855,честь,0.261
29,аграф,0.26
544,выдел,0.26
90,антей,0.26
2697,пятно,0.26
3966,шитье,0.26
577,выход,0.26
3385,тифус,0.26
4116,юнкор,0.26
729,гузно,0.26
3426,траур,0.26
2258,осмий,0.259
108,ариец,0.259
3530,укрюк,0.259
1478,кроль,0.259
4113,юниор,0.258
2956,сдвиг,0.258
2774,репье,0.258
1608,лежни,0.258
1123,игрун,0.258
3179,старь,0.258
3194,стиль,0.257
257,блеск,0.257
2318,отсев,0.257
309,брейк,0.257
3159,спайк,0.257
2506,пласт,0.257
2315,отруб,0.257
306,брань,0.257
1964,мятеж,0.257
3876,чомпи,0.257
3525,уклад,0.257
112,армяк,0.257
2270,остяк,0.257
3964,шитво,0.257
2277,отвал,0.257
4079,элеат,0.256
2051,немые,0.256
2635,причт,0.256
2951,свояк,0.256
38,азиат,0.256
82,ампир,0.256
956,жесть,0.256
3769,хохлы,0.256
2636,приют,0.256
2309,отпад,0.256
4062,щитни,0.256
731,гуляш,0.256
4099,эссен,0.255
1328,клест,0.255
1696,лохмы,0.255
2248,оршад,0.255
451,взвоз,0.254
259,блинт,0.254
2632,принц,0.254
1722,люгер,0.254
3180,стать,0.254
521,враки,0.254
2172,овчар,0.254
2265,осташ,0.253
2045,недуг,0.253
2305,отмах,0.253
3746,хобби,0.253
3442,трояк,0.253
3161,спирт,0.253
453,вздох,0.253
315,бритт,0.253
3506,увраж,0.253
567,выпал,0.253
2845,рунцы,0.253
4117,юннат,0.252
3422,транс,0.252
3669,фрукт,0.252
1140,измол,0.252
2047,немцы,0.252
2161,обход,0.251
48,аксис,0.251
3663,франт,0.251
3941,шванк,0.251
2123,обдел,0.251
3617,фигня,0.251
486,вихрь,0.251
3187,стенд,0.251
1736,ляпис,0.251
2238,оржад,0.251
11,авгит,0.251
1699,лубья,0.25
2269,остюк,0.25
2061,нетяг,0.25
1131,извет,0.25
363,бухло,0.25
98,апноэ,0.25
889,дунцы,0.25
742,гусли,0.25
2628,пресс,0.25
75,амбар,0.25
3170,спуск,0.25
1472,кресс,0.25
2771,репьи,0.25
2197,оксид,0.249
966,жизнь,0.249
39,айван,0.249
1836,месяц,0.249
637,гипюр,0.249
575,высев,0.249
3479,туфля,0.249
1178,ислам,0.249
566,выпад,0.248
574,выруб,0.248
1877,млеко,0.248
584,вятич,0.248
535,вывал,0.248
527,всход,0.248
1108,зудни,0.248
2196,округ,0.248
252,битюг,0.247
2274,отбив,0.247
3802,цепни,0.247
3369,тигли,0.247
2070,никто,0.247
1297,кешью,0.247
4083,эммер,0.247
2856,рыбец,0.247
2062,нефть,0.246
2170,овсец,0.246
1953,мышей,0.246
4127,яичко,0.246
532,выбег,0.246
1602,левый,0.246
3862,чешуя,0.246
102,аргал,0.245
3901,чутье,0.245
3193,стило,0.245
116,архей,0.245
562,вымах,0.245
3273,сытые,0.245
61,алкил,0.244
1329,клеть,0.244
2516,плеть,0.244
3165,спорт,0.244
868,друид,0.244
1085,земцы,0.244
3648,фляер,0.243
3375,типцы,0.243
3777,хунну,0.243
1179,испод,0.243
2294,отказ,0.243
330,бугры,0.243
51,актив,0.243
318,бронь,0.242
3543,униат,0.242
3470,тупцы,0.242
3271,сытый,0.242
2129,обжог,0.242
857,дрань,0.242
3873,число,0.242
4046,щебни,0.242
2253,оскал,0.242
1158,индол,0.242
2788,рифля,0.241
976,жисть,0.241
2304,отлуп,0.241
2948,свист,0.241
807,динги,0.241
767,дегти,0.241
2634,приуз,0.241
2877,рябая,0.241
3431,трест,0.241
2325,отчал,0.241
3086,сленг,0.24
886,думцы,0.24
978,житье,0.24
1711,лысун,0.24
1729,лютич,0.24
1483,круть,0.24
899,дутыш,0.24
2155,обруч,0.24
2158,обсев,0.24
4096,эскер,0.239
1720,любая,0.239
3820,цыган,0.239
3428,трель,0.239
701,грань,0.239
4078,эксод,0.239
2154,обруб,0.239
2118,обвал,0.239
3338,теизм,0.239
3075,скрэб,0.239
3504,убрус,0.239
3051,скало,0.238
2317,отряд,0.238
2753,резцы,0.238
3365,теург,0.238
1471,крепь,0.238
314,бриль,0.238
876,дубье,0.238
4092,эрбий,0.238
3216,стынь,0.238
522,враль,0.238
4106,югрич,0.238
722,гуашь,0.238
1469,кредо,0.238
2946,свиль,0.238
66,алмаз,0.237
2263,осоед,0.237
1182,истец,0.237
1479,кросс,0.237
2336,очерк,0.237
84,ангар,0.237
2625,право,0.237
3061,скепт,0.237
2232,орарь,0.237
4074,эйдос,0.236
3668,фронт,0.236
647,глинт,0.236
1330,клефт,0.236
1847,меццо,0.236
715,грунт,0.236
1921,мужья,0.236
26,агнец,0.236
1336,клуня,0.236
126,асцит,0.235
643,главк,0.235
2066,нивух,0.235
3540,умная,0.235
3080,скунс,0.235
2327,отчим,0.235
1103,зубья,0.235
2507,плато,0.234
1656,липцы,0.234
2191,окоем,0.234
2213,оникс,0.234
368,былье,0.234
1659,липси,0.234
537,вывих,0.234
3808,цикля,0.234
3169,спурт,0.233
93,анчар,0.233
2202,олень,0.233
1477,кровь,0.233
904,дуэль,0.233
1323,кладь,0.233
1325,класс,0.233
1181,иссоп,0.233
4065,щишки,0.233
1133,извод,0.233
3507,углич,0.233
1155,инвар,0.233
1342,кнель,0.232
1931,мунгу,0.232
2832,рубцы,0.232
2861,рыжей,0.232
2650,псарь,0.232
3387,тлень,0.232
4115,юнкер,0.231
2522,плоть,0.231
3059,скейт,0.231
3958,шимми,0.231
3102,смотр,0.231
1148,иксия,0.231
3566,ухват,0.231
913,дюшес,0.23
69,алтын,0.23
3730,хинди,0.23
3432,треть,0.23
2873,рябец,0.23
4132,ямщик,0.23
2316,отрыв,0.23
65,аллюр,0.23
58,алеут,0.229
2076,ничто,0.229
2642,проух,0.229
2283,отгиб,0.229
487,вишну,0.229
2503,плавь,0.229
2291,отжим,0.229
872,дубцы,0.229
3175,стадо,0.229
3087,слизь,0.228
2646,прыть,0.228
448,взбег,0.228
3190,степь,0.227
485,вихры,0.227
630,гиады,0.227
771,деизм,0.227
1280,квадр,0.227
456,взмах,0.227
860,дрель,0.227
2644,прусс,0.227
2641,просо,0.227
2862,рыжий,0.226
1163,интим,0.226
3101,смоль,0.226
1486,крыло,0.225
1136,изгой,0.225
3189,степс,0.225
2505,пламя,0.225
2077,ничья,0.225
3642,флинт,0.225
3184,стезя,0.225
2694,пясть,0.225
3670,фрунт,0.225
122,аспид,0.224
3845,чепцы,0.224
2290,отжиг,0.224
2640,пропс,0.224
3472,тупыш,0.224
2111,нырцы,0.224
1332,клинч,0.224
4128,яишня,0.224
743,гуцул,0.224
86,ангоб,0.224
45,акант,0.224
3974,шкант,0.224
2513,племя,0.223
3975,шквал,0.223
2328,отшиб,0.223
3550,урарт,0.223
2745,регби,0.223
1959,мякиш,0.223
307,брасс,0.222
1125,идиом,0.222
1134,извоз,0.222
117,архив,0.222
2299,откус,0.222
812,длань,0.222
2510,плебс,0.221
550,выжим,0.221
322,брюки,0.221
3616,фигли,0.221
1730,лютня,0.221
2684,пшено,0.221
2157,обряд,0.22
709,гриль,0.22
2701,пятые,0.22
3491,тюрбе,0.22
541,выгиб,0.22
60,алкаш,0.22
3386,ткань,0.22
3191,стерх,0.22
2329,отъем,0.22
4054,щепье,0.22
1112,зыбун,0.22
2515,плесо,0.22
2333,оффис,0.22
2289,отель,0.219
3160,спесь,0.219
3098,смесь,0.219
1343,кнехт,0.219
2324,отцеп,0.219
2164,общее,0.219
3634,фиорд,0.219
3107,снедь,0.219
3794,цевье,0.219
74,амбал,0.218
2217,опарт,0.218
3644,флокс,0.218
2518,плешь,0.218
2947,свинг,0.217
645,глень,0.217
3858,чехлы,0.217
2838,ружье,0.217
1550,кэтти,0.217
1949,мысль,0.217
3684,фуфло,0.217
1186,исход,0.216
2699,пятый,0.216
462,взрыд,0.216
699,гранд,0.216
4138,яспис,0.216
2647,прядь,0.216
3063,скирд,0.216
3423,транш,0.216
1162,инжир,0.216
2250,осень,0.216
85,ангел,0.216
549,выжиг,0.216
1105,зубцы,0.216
96,апекс,0.216
2853,ручьи,0.215
579,вышаг,0.215
4093,эрзац,0.215
3056,скачь,0.214
4049,щеглы,0.214
1333,клипс,0.213
3494,тютюн,0.213
557,выкус,0.213
3265,сыпцы,0.213
1485,кручь,0.213
4140,ястык,0.213
2156,обрыв,0.213
3198,столп,0.212
3094,смазь,0.212
1118,ивняк,0.212
310,бремя,0.212
2127,обжим,0.212
137,ахеец,0.212
793,джинн,0.211
928,емшан,0.211
35,адряс,0.211
3096,смерд,0.211
2868,рычаг,0.211
3088,слово,0.211
613,гвалт,0.21
370,бытье,0.21
1481,кроше,0.21
55,акция,0.21
24,агент,0.209
111,армюр,0.209
3197,столб,0.209
3274,сычуг,0.209
3433,треух,0.209
3866,чипсы,0.208
2251,осетр,0.208
103,аргус,0.208
1951,мытье,0.208
3774,хряск,0.208
963,живье,0.208
311,брешь,0.208
2126,обжиг,0.207
3643,флирт,0.207
3105,смуть,0.207
932,ессей,0.207
317,бронх,0.206
302,браво,0.206
870,дрянь,0.206
2738,рвань,0.206
1157,индий,0.206
524,время,0.206
1190,ишиас,0.206
3053,скарб,0.206
2337,очкур,0.205
520,впуск,0.205
2517,плечо,0.205
1467,крапп,0.205
961,живые,0.204
576,вытье,0.204
461,взрыв,0.204
256,блато,0.204
4073,эдикт,0.204
3976,шкерт,0.204
3956,шиизм,0.204
3542,умолк,0.203
2,абзац,0.203
3214,ступь,0.203
316,бровь,0.203
1283,кварц,0.203
3215,стыдь,0.203
649,глист,0.203
2689,пьеро,0.203
3498,тягач,0.203
1961,мямля,0.203
4101,этвеш,0.202
365,быдло,0.202
2165,объем,0.202
4104,эфиоп,0.202
1149,иктус,0.202
8,абшид,0.201
3664,фрахт,0.201
2166,обыск,0.201
3062,скетч,0.201
3082,слайд,0.201
308,бреве,0.201
3070,скорм,0.2
2167,овист,0.2
3557,успех,0.2
1334,клише,0.2
2187,окиян,0.2
3943,шварт,0.2
4011,шрифт,0.2
3439,трипс,0.2
959,живцы,0.2
2691,пьянь,0.199
3333,твист,0.199
2867,рытье,0.199
1340,клюфт,0.199
3733,хиппи,0.199
3721,хиазм,0.199
3944,шверт,0.198
708,гридь,0.198
37,азарт,0.197
1124,идеал,0.197
3109,сныть,0.197
3646,флюид,0.197
2643,профи,0.197
2203,олеум,0.197
3332,тварь,0.197
4017,штиль,0.196
3097,смерч,0.196
2200,окунь,0.195
2330,офеня,0.195
319,брошь,0.195
1109,зумпф,0.195
3685,фуэте,0.195
4059,щипцы,0.195
702,гребь,0.194
10,аванс,0.194
4126,ягуар,0.193
2173,огонь,0.193
2331,офорт,0.193
3495,тюфяк,0.192
1965,мятье,0.192
463,взыск,0.192
2116,нюанс,0.192
4010,шримс,0.191
2523,плохо,0.191
4015,штаны,0.191
101,арбуз,0.191
1331,клещи,0.191
1726,люпус,0.191
3737,хлест,0.191
2285,отгул,0.191
4001,шпень,0.191
2114,нытье,0.191
2225,оплыв,0.19
3077,скудо,0.19
648,глипт,0.19
4008,шпунт,0.19
3570,учхоз,0.19
3157,спаги,0.189
917,дятлы,0.189
712,гросс,0.189
254,блажь,0.189
858,древо,0.189
258,близь,0.189
1710,лыжня,0.188
3071,скотч,0.188
3666,френч,0.188
2298,откуп,0.188
4121,юрист,0.188
1150,илеус,0.188
1078,звень,0.188
2287,отдух,0.187
92,антре,0.187
94,аншеф,0.187
2880,рядно,0.187
3,аборт,0.187
4003,шпинь,0.187
80,аминь,0.187
3772,хруст,0.187
4016,штейн,0.186
2212,онагр,0.186
3546,унция,0.186
1132,извив,0.186
4097,эскиз,0.185
697,граве,0.185
3497,тябло,0.184
12,авгур,0.184
862,дробь,0.184
2740,рдест,0.184
644,гладь,0.184
756,дверь,0.183
253,благо,0.183
9,аваль,0.183
3940,шваль,0.183
3158,спазм,0.183
543,выгул,0.183
99,апорт,0.183
2653,псише,0.182
54,акциз,0.182
2186,окись,0.182
1130,избач,0.181
3421,трамп,0.181
3980,шланг,0.181
6,абхаз,0.181
657,гниль,0.18
2179,озеро,0.18
4045,шютте,0.18
4018,штифт,0.18
1161,индюк,0.18
547,выдув,0.179
556,выкуп,0.179
3563,утиль,0.179
3076,скуди,0.179
865,дрожь,0.178
4084,энзим,0.178
2829,ртуть,0.178
853,драже,0.178
3984,шмель,0.178
89,анонс,0.178
2953,связь,0.178
714,грудь,0.178
1077,звено,0.177
1093,злато,0.177
312,бридж,0.177
3640,флейт,0.177
3531,уксус,0.176
3775,хряст,0.176
3437,тризм,0.176
3262,съезд,0.175
2211,омуль,0.174
4002,шпиль,0.174
14,аверс,0.174
2222,опись,0.174
2525,пнище,0.174
3638,фланг,0.174
2340,ошкуй,0.173
3519,узанс,0.173
698,грамм,0.173
629,гжель,0.173
3561,утеря,0.172
3424,трапп,0.171
3444,трусы,0.171
2223,опиум,0.171
1135,изгиб,0.17
1079,зверь,0.17
2125,обдув,0.17
3499,тягло,0.169
910,дышло,0.169
2207,олово,0.169
1177,искус,0.169
2180,озимь,0.169
1963,мясцо,0.169
929,ересь,0.169
130,атолл,0.168
1097,знать,0.168
1347,князь,0.168
56,аларм,0.168
905,дщерь,0.168
2148,ободь,0.167
